# hindsight — drug-event pairs over one FAERS partition
# partition: 2025q1/0001-of-0028
# export_date: 2026-08-10
# min_count: 3
# crowding_cut: 27 distinct drugs (the 0.99 quantile of this partition)
# Read with comment='#'. Counts are distinct reports.
"drug","event","a","b","c","d","prr","chi2","signal","crowding","crowded"
"CETIRIZINE HYDROCHLORIDE","Exostosis","3","90","6","11901","64.016","85.401","1","48.0","1"
"OLANZAPINE","Hallucination, auditory","3","90","6","11901","64.016","85.401","1","7.0","0"
"GLUCOSAMINE","Musculoskeletal stiffness","5","13","52","11930","64.006","229.359","1","56.0","1"
"PERIOGARD","Drug intolerance","7","9","82","11902","63.939","346.184","1","73.0","1"
"KEVZARA","Musculoskeletal pain","4","40","17","11939","63.936","152.996","1","81.0","1"
"CHLORHEXIDINE","Systemic lupus erythematosus","4","11","50","11935","63.92","175.557","1","57.5","1"
"LEFLUNOMIDE","Infusion related reaction","17","52","46","11885","63.903","726.889","1","73.0","1"
"CABOMETYX","Taste disorder","8","57","23","11912","63.866","322.733","1","9.5","0"
"CETIRIZINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE","Memory impairment","11","13","86","11890","63.826","553.061","1","73.0","1"
"PHTHALYLSULFATHIAZOLE","Discomfort","10","18","67","11905","63.817","487.759","1","52.0","1"
"OXYCODONE TEREPHTHALATE","Joint swelling","9","10","89","11892","63.766","453.196","1","73.0","1"
"CALCIUM GLUCONATE","Lower respiratory tract infection","3","9","47","11941","63.766","120.673","1","75.0","1"
"CALCIUM GLUCONATE","Psoriatic arthropathy","3","9","47","11941","63.766","120.673","1","75.0","1"
"GOLD","Psoriatic arthropathy","3","9","47","11941","63.766","120.673","1","84.0","1"
"CELEBREX","Taste disorder","6","39","25","11930","63.76","250.918","1","80.5","1"
"OXYCODONE HYDROCHLORIDE","Live birth","7","70","17","11906","63.759","263.721","1","66.0","1"
"PERIOGARD","Loss of personal independence in daily activities","4","12","47","11937","63.745","174.187","1","59.0","1"
"HYDROXYCHLOROQUINE SULFATE","Lip dry","4","46","15","11935","63.733","148.67","1","77.0","1"
"CIMZIA","Inflammation","11","32","48","11909","63.724","504.977","1","73.0","1"
"HYDROCORTISONE","Bursitis","9","96","16","11879","63.723","316.932","1","70.0","1"
"NAPROXEN","Impaired healing","10","68","24","11898","63.686","393.255","1","74.0","1"
"AMLODIPINE BESYLATE","Motor dysfunction","3","109","5","11883","63.686","79.575","1","58.0","1"
"TRAMADOL HYDROCHLORIDE","Hepatitis","6","43","23","11928","63.626","246.17","1","78.5","1"
"CETIRIZINE","Glossodynia","8","67","20","11905","63.6","309.253","1","45.5","1"
"SULFAMETHOXAZOLE\TRIMETHOPRIM","Rheumatoid factor positive","4","71","10","11915","63.6","134.081","1","71.5","1"
"ALENDRONATE SODIUM","Injection site reaction","6","41","24","11929","63.58","248.154","1","75.0","1"
"ALENDRONATE SODIUM","Epilepsy","7","40","28","11925","63.58","297.372","1","77.0","1"
"ALENDRONIC ACID","Hypoaesthesia","11","17","74","11898","63.558","540.158","1","77.0","1"
"PREDNISONE","C-reactive protein abnormal","13","753","3","11231","63.552","137.988","1","70.0","1"
"DESOGESTREL\ETHINYL ESTRADIOL","Weight increased","4","1","151","11844","63.55","185.21","1","70.0","1"
"XELJANZ","Wound","14","105","22","11859","63.535","490.178","1","67.5","1"
"XELJANZ","Pulmonary fibrosis","7","112","11","11870","63.535","226.455","1","48.0","1"
"RAMIPRIL","Liver injury","11","110","17","11862","63.524","374.418","1","75.0","1"
"FLUMETHASONE PIVALATE","Treatment failure","7","15","60","11918","63.52","333.555","1","70.0","1"
"HUMIRA","Injury","12","95","21","11872","63.514","431.769","1","63.0","1"
"HUMIRA","Arthropathy","16","91","28","11865","63.514","589.148","1","45.5","1"
"HUMIRA","Joint range of motion decreased","8","99","14","11879","63.514","274.893","1","71.5","1"
"HUMIRA","Lower limb fracture","4","103","7","11886","63.514","119.163","1","58.0","1"
"HUMIRA","Nail disorder","4","103","7","11886","63.514","119.163","1","75.0","1"
"CALCIUM CITRATE","Injection site reaction","4","25","26","11945","63.507","162.838","1","75.0","1"
"ISOPROPYL ALCOHOL","Rheumatoid arthritis","10","13","82","11895","63.505","497.754","1","72.5","1"
"PERIOGARD","Gastrooesophageal reflux disease","5","11","59","11925","63.475","229.921","1","77.0","1"
"NAPROSYN","Gastrointestinal disorder","3","4","81","11912","63.455","123.536","1","77.0","1"
"ZESTRIL","Sinusitis","3","4","81","11912","63.455","123.536","1","58.0","1"
"RIBOFLAVIN","Abdominal distension","3","6","63","11928","63.444","122.075","1","84.0","1"
"MYOCHRYSINE","Drug hypersensitivity","10","4","135","11851","63.418","521.57","1","77.5","1"
"RITUXIMAB","Pericarditis","20","212","16","11752","63.405","519.607","1","61.0","1"
"GOLD SODIUM THIOMALATE","Muscular weakness","6","12","63","11919","63.397","283.426","1","73.5","1"
"CALCIUM GLUBIONATE","Neck pain","5","16","45","11934","63.381","223.839","1","77.0","1"
"RANITIDINE","Lower respiratory tract infection","5","16","45","11934","63.381","223.839","1","89.0","1"
"IBUPROFEN","Sleep disorder due to general medical condition, insomnia type","6","217","5","11772","63.374","139.912","1","45.5","1"
"MYCOPHENOLIC ACID","Cytomegalovirus infection","4","54","13","11929","63.353","143.063","1","4.0","0"
"OTEZLA","Psoriasis","9","25","50","11916","63.349","418.609","1","19.0","0"
"CORTISONE","Helicobacter infection","3","24","21","11952","63.349","111.267","1","70.0","1"
"CORTISONE","Pemphigus","3","24","21","11952","63.349","111.267","1","70.0","1"
"ETANERCEPT","Synovitis","4","24","27","11945","63.344","163.229","1","50.0","1"
"ACTEMRA","Swelling","16","37","57","11890","63.274","722.038","1","72.5","1"
"CALCIUM CARBONATE\CHOLECALCIFEROL","Joint range of motion decreased","4","38","18","11940","63.27","152.983","1","74.0","1"
"CELEBREX","Liver function test increased","5","40","21","11934","63.254","199.971","1","77.0","1"
"VEDOLIZUMAB","Poor venous access","5","129","7","11859","63.252","144.004","1","3.0","0"
"METHYLPREDNISOLONE ACETATE","Gastrointestinal disorder","5","7","79","11909","63.228","234.026","1","66.0","1"
"PSEUDOEPHEDRINE","Gastrointestinal disorder","5","7","79","11909","63.228","234.026","1","84.0","1"
"SIMPONI","Mobility decreased","10","44","35","11911","63.206","430.425","1","74.0","1"
"HYDROCORTISONE SODIUM SUCCINATE","Swelling","4","7","69","11920","63.183","177.371","1","74.0","1"
"COSENTYX","Gait inability","14","77","29","11880","63.178","538.228","1","73.0","1"
"FOSAMAX","Rheumatoid arthritis","14","20","78","11888","63.169","679.55","1","74.0","1"
"TRIAMCINOLONE ACETONIDE","Helicobacter infection","6","57","18","11919","63.159","230.877","1","90.0","1"
"ZOPICLONE","Helicobacter infection","6","57","18","11919","63.159","230.877","1","44.5","1"
"TRIAMCINOLONE ACETONIDE","Breast cancer stage III","4","59","12","11925","63.159","139.837","1","79.5","1"
"TRIAMCINOLONE ACETONIDE","Facet joint syndrome","4","59","12","11925","63.159","139.837","1","79.5","1"
"MAGNESIUM CITRATE","Swelling","6","11","67","11916","63.124","283.735","1","83.5","1"
"VOLTAREN","Blood cholesterol increased","4","19","33","11944","63.12","166.641","1","60.0","1"
"VOLTAREN","Fibromyalgia","4","19","33","11944","63.12","166.641","1","54.5","1"
"REMICADE","Gait inability","11","54","32","11903","63.118","456.679","1","75.0","1"
"METFORMIN HYDROCHLORIDE","Adverse reaction","3","110","5","11882","63.117","78.834","1","84.0","1"
"HYDROCORTISONE ACETATE","Depression","6","4","114","11876","63.105","294.791","1","70.0","1"
"CHLORHEXIDINE","Type 2 diabetes mellitus","3","12","38","11947","63.079","117.551","1","70.0","1"
"ENBREL","Hepatic enzyme increased","17","50","48","11885","63.079","725.494","1","70.0","1"
"BERINERT","Gastrointestinal disorder","8","12","76","11904","63.053","390.304","1","75.0","1"
"TOFACITINIB CITRATE","Osteoarthritis","4","16","38","11942","63.053","168.942","1","66.5","1"
"COSENTYX","Ill-defined disorder","13","78","27","11882","63.011","495.813","1","73.0","1"
"CORTISONE ACETATE","Joint stiffness","3","27","19","11951","63.0","109.164","1","48.0","1"
"STELARA","Lip dry","8","129","11","11852","62.975","247.749","1","75.0","1"
"HYDROCORTISONE","Liver injury","10","95","18","11877","62.937","353.523","1","71.5","1"
"LEFLUNOMIDE","Mobility decreased","12","57","33","11898","62.877","493.043","1","74.0","1"
"LEFLUNOMIDE","Sciatica","4","65","11","11920","62.877","136.067","1","47.0","1"
"TRIMETHOPRIM","Drug-induced liver injury","3","10","44","11943","62.869","118.392","1","3.0","0"
"ARIPIPRAZOLE","Sedation","3","54","10","11933","62.858","96.841","1","9.0","0"
"CERTOLIZUMAB PEGOL","Psoriatic arthropathy","7","24","43","11926","62.853","316.358","1","56.0","1"
"OTEZLA","Injury","5","29","28","11938","62.847","208.835","1","70.0","1"
"DICLOFENAC SODIUM","Pulmonary fibrosis","5","68","13","11914","62.84","177.385","1","48.0","1"
"FLUMETHASONE PIVALATE","Road traffic accident","3","19","26","11952","62.822","113.088","1","70.0","1"
"COSENTYX","Night sweats","12","79","25","11884","62.817","453.446","1","68.5","1"
"METHOTREXATE","Blepharospasm","9","406","4","11581","62.81","149.48","1","77.0","1"
"METHOTREXATE","Grip strength decreased","9","406","4","11581","62.81","149.48","1","73.0","1"
"CANDESARTAN","Epilepsy","10","66","25","11899","62.758","391.983","1","75.0","1"
"CANDESARTAN","Irritable bowel syndrome","10","66","25","11899","62.758","391.983","1","73.0","1"
"TRAMADOL HYDROCHLORIDE","Dry mouth","9","40","35","11916","62.717","388.317","1","70.0","1"
"KEVZARA","Back injury","3","41","13","11943","62.706","102.103","1","73.0","1"
"KEVZARA","C-reactive protein abnormal","3","41","13","11943","62.706","102.103","1","73.0","1"
"UNSPECIFIED INGREDIENT","Laryngitis","3","49","11","11937","62.664","98.625","1","35.0","1"
"EPINEPHRINE","Multiple allergies","4","91","8","11897","62.658","123.139","1","32.0","1"
"BOTULINUM TOXIN TYPE A","Joint swelling","8","9","90","11893","62.656","394.073","1","73.0","1"
"MAGNESIUM CITRATE","Stomatitis","4","13","45","11938","62.656","170.477","1","83.0","1"
"MEGLUMINE","Rheumatoid arthritis","5","6","87","11902","62.638","233.203","1","70.0","1"
"MINOCYCLINE HYDROCHLORIDE","Rheumatoid arthritis","5","6","87","11902","62.638","233.203","1","66.0","1"
"ALVESCO","Asthma","7","3","134","11856","62.634","351.107","1","13.0","0"
"MYRBETRIQ","Lung disorder","6","25","37","11932","62.61","263.049","1","80.5","1"
"REMICADE","Blister","15","50","44","11891","62.596","635.76","1","73.0","1"
"ENBREL","Psoriatic arthropathy","13","54","37","11896","62.577","540.235","1","75.0","1"
"NAPROXEN SODIUM","Drug-induced liver injury","6","22","41","11931","62.571","266.609","1","80.5","1"
"PHTHALYLSULFATHIAZOLE","Drug-induced liver injury","6","22","41","11931","62.571","266.609","1","80.5","1"
"CIMZIA","Sleep disorder","9","34","40","11917","62.566","397.704","1","75.0","1"
"CIMZIA","Stomatitis","9","34","40","11917","62.566","397.704","1","70.0","1"
"LANSOPRAZOLE","Swollen joint count increased","3","111","5","11881","62.558","78.106","1","75.0","1"
"TACROLIMUS","Cytomegalovirus infection","9","203","8","11780","62.554","228.216","1","7.0","0"
"NAPROXEN","Taste disorder","9","69","22","11900","62.528","344.889","1","89.0","1"
"CELEBREX","Osteoarthritis","8","37","34","11921","62.51","344.796","1","79.0","1"
"METHYLPREDNISOLONE SODIUM SUCCINATE","Osteoarthritis","8","37","34","11921","62.51","344.796","1","66.5","1"
"CELEBREX","Infusion related reaction","12","33","51","11904","62.51","541.891","1","75.0","1"
"PREDNISOLONE","Purpura","3","186","3","11808","62.492","62.243","1","11.0","0"
"SULFAMETHOXAZOLE","Liver injury","3","20","25","11952","62.489","111.989","1","70.0","1"
"VOLTAREN","Glossodynia","3","20","25","11952","62.489","111.989","1","70.0","1"
"DICLOFENAC POTASSIUM","Liver function test increased","3","22","23","11952","62.478","110.91","1","48.0","1"
"GRAVOL","Dysphagia","3","6","64","11927","62.453","120.189","1","58.0","1"
"GRAVOL","Rhinorrhoea","3","6","64","11927","62.453","120.189","1","58.0","1"
"HAIR KERATIN AMINO ACIDS GOLD COMPLEX","Treatment failure","3","6","64","11927","62.453","120.189","1","77.0","1"
"LEFLUNOMIDE","Sleep disorder","13","56","36","11895","62.441","535.101","1","75.0","1"
"LEFLUNOMIDE","Stomatitis","13","56","36","11895","62.441","535.101","1","70.0","1"
"ATOMOXETINE HYDROCHLORIDE","Hypoaesthesia","5","7","80","11908","62.438","231.187","1","77.0","1"
"GOLD","Hypoaesthesia","5","7","80","11908","62.438","231.187","1","84.0","1"
"GOLD","Loss of personal independence in daily activities","3","9","48","11940","62.438","118.22","1","52.0","1"
"BUDESONIDE\FORMOTEROL FUMARATE","Productive cough","3","13","36","11948","62.417","115.774","1","6.0","0"
"BUTRANS","Alopecia","9","9","96","11886","62.406","446.458","1","77.0","1"
"DICLOFENAC DIETHYLAMINE","Alopecia","9","9","96","11886","62.406","446.458","1","67.0","1"
"HERBALS","Colitis","3","15","32","11950","62.406","114.606","1","92.0","1"
"BOTULINUM TOXIN TYPE A","Confusional state","10","7","113","11870","62.379","504.992","1","75.5","1"
"ASCORBIC ACID","Duodenal ulcer perforation","3","21","24","11952","62.375","111.267","1","75.0","1"
"ASCORBIC ACID","Infusion related reaction","7","17","56","11920","62.375","324.795","1","77.0","1"
"ASCORBIC ACID","Mobility decreased","5","19","40","11936","62.375","217.338","1","75.0","1"
"ASCORBIC ACID","Wound","4","20","32","11944","62.375","164.03","1","76.0","1"
"TOFACITINIB","Wound","4","20","32","11944","62.375","164.03","1","68.5","1"
"VITAMIN D3","Respiratory symptom","3","279","2","11716","62.33","49.492","1","53.0","1"
"INFLIXIMAB","Hypercholesterolaemia","6","121","9","11864","62.325","181.86","1","79.5","1"
"OXYCODONE","Synovitis","11","94","20","11875","62.307","390.136","1","70.0","1"
"KEVZARA","Blister","11","33","48","11908","62.271","493.07","1","70.0","1"
"PSEUDOEPHEDRINE HYDROCHLORIDE","Gastrointestinal disorder","10","16","74","11900","62.235","481.467","1","61.0","1"
"SULFASALAZINE","Gait inability","13","70","30","11887","62.217","505.955","1","73.0","1"
"DUPIXENT","Neurodermatitis","18","1499","2","10481","62.193","101.654","1","1.0","0"
"FAMOTIDINE","Aplastic anaemia","3","140","4","11853","62.187","70.894","1","17.0","0"
"LEVOFLOXACIN","Arteriosclerosis coronary artery","3","69","8","11920","62.125","90.388","1","18.0","0"
"KEVZARA","Gait inability","8","36","35","11921","62.109","344.415","1","73.0","1"
"BUPROPION HYDROCHLORIDE","Generalised tonic-clonic seizure","3","31","17","11949","62.107","105.827","1","1.0","0"
"OTEZLA","Obesity","3","31","17","11949","62.107","105.827","1","48.0","1"
"TYVASO","Oxygen saturation decreased","7","23","45","11925","62.067","314.274","1","8.0","0"
"RITUXIMAB","Obesity","11","221","9","11759","61.996","270.181","1","70.0","1"
"METRONIDAZOLE","Paraesthesia oral","4","66","11","11919","61.974","134.036","1","61.5","1"
"ENDOCET","Overdose","4","5","86","11905","61.969","176.0","1","9.5","0"
"DICLOFENAC DIETHYLAMINE","Drug-induced liver injury","4","14","43","11939","61.922","167.737","1","81.5","1"
"ERGOCALCIFEROL","Epilepsy","6","34","29","11931","61.862","249.962","1","78.5","1"
"CALCIUM GLUBIONATE","Rheumatoid arthritis","9","12","83","11896","61.854","436.019","1","77.0","1"
"KEVZARA","Systemic lupus erythematosus","10","34","44","11912","61.756","440.597","1","54.0","1"
"LEFLUNOMIDE","Musculoskeletal stiffness","15","54","42","11889","61.755","619.309","1","70.0","1"
"CALCIUM","Rheumatoid factor positive","6","138","8","11848","61.75","171.483","1","59.0","1"
"CALCIUM","Breast cancer stage II","3","141","4","11852","61.75","70.374","1","48.0","1"
"CALCIUM","Foot deformity","3","141","4","11852","61.75","70.374","1","46.0","1"
"CALCIUM","Lupus-like syndrome","3","141","4","11852","61.75","70.374","1","48.0","1"
"NUCALA","Infusion related reaction","11","30","52","11907","61.702","495.698","1","77.0","1"
"DESOXIMETASONE","Abdominal discomfort","17","17","97","11869","61.68","820.297","1","67.0","1"
"GOLIMUMAB","Oedema","4","17","37","11942","61.668","164.653","1","63.0","1"
"DICLOFENAC SODIUM","Swelling","20","53","53","11874","61.654","827.743","1","61.0","1"
"CETIRIZINE HYDROCHLORIDE","Ill-defined disorder","13","80","27","11880","61.645","484.702","1","66.0","1"
"ATIVAN","Blister","6","16","53","11925","61.636","270.593","1","71.0","1"
"DICLOFENAC DIETHYLAMINE","Inflammation","5","13","54","11928","61.636","221.321","1","77.0","1"
"ATOMOXETINE","Dyspepsia","3","5","73","11919","61.603","119.24","1","86.0","1"
"ACETAMINOPHEN","Nail disorder","8","490","3","11499","61.59","113.486","1","73.0","1"
"AIMOVIG","Drug-induced liver injury","7","27","40","11926","61.59","306.47","1","77.0","1"
"DOVONEX","Nasopharyngitis","3","0","195","11802","61.523","123.378","1","58.0","1"
"DESOGESTREL\ETHINYL ESTRADIOL","Depression","3","2","117","11878","61.513","121.313","1","73.0","1"
"VONJO","Haemoglobin decreased","3","6","65","11926","61.492","118.359","1","13.0","0"
"CHLORHEXIDINE GLUCONATE\ISOPROPYL ALCOHOL","Confusional state","6","4","117","11873","61.487","287.407","1","81.0","1"
"HYDROCORTISONE ACETATE","Confusional state","6","4","117","11873","61.487","287.407","1","70.0","1"
"SIRUKUMAB","Confusional state","6","4","117","11873","61.487","287.407","1","81.0","1"
"METHYLPREDNISOLONE ACETATE","Muscular weakness","4","8","65","11923","61.477","171.764","1","63.0","1"
"ACTEMRA","Joint swelling","21","32","77","11870","61.477","942.183","1","62.0","1"
"AMANTADINE","Hallucination","3","10","45","11942","61.472","115.833","1","12.0","0"
"FLUMETHASONE PIVALATE","Abdominal pain upper","14","8","124","11854","61.471","702.967","1","74.0","1"
"SULFAMETHOXAZOLE AND TRIMETHOPRIM","C-reactive protein increased","3","12","39","11946","61.462","114.644","1","89.0","1"
"HYDROXYCHLOROQUINE SULFATE","Arthropathy","9","41","35","11915","61.457","380.247","1","52.0","1"
"TOCILIZUMAB","Arthropathy","9","41","35","11915","61.457","380.247","1","52.0","1"
"CETIRIZINE HYDROCHLORIDE","Fibromyalgia","12","81","25","11882","61.455","443.282","1","68.5","1"
